time_us,throttle_a,throttle_b,duty_u,duty_v,duty_w,i_a,i_b,i_c,theta_e,omega_e
5299,0,0,0,0,0,0,0,-0,0,0
5399,0,0,0,0,0,0,0,-0,0,0
5499,0,0,0,0,0,0,0,-0,0,0
5599,0,0,0,0,0,0,0,-0,0,0
5699,0,0,0,0,0,0,0,-0,0,0
5799,0,0,0,0,0,0,0,-0,0,0
5899,0,0,0,0,0,0,0,-0,0,0
5999,0,0,0,0,0,0,0,-0,0,0
6099,0,0,0,0,0,0,0,-0,0,0
6199,0,0,0,0,0,0,0,-0,0,0
6299,0,0,0,0,0,0,0,-0,0,0
6399,0,0,0,0,0,0,0,-0,0,0
6499,0,0,0,0,0,0,0,-0,0,0
6599,0,0,0,0,0,0,0,-0,0,0
6699,0,0,0,0,0,0,0,-0,0,0
6799,0,0,0,0,0,0,0,-0,0,0
6899,0,0,0,0,0,0,0,-0,0,0
6999,0,0,0,0,0,0,0,-0,0,0
7099,0,0,0,0,0,0,0,-0,0,0
7199,0,0,0,0,0,0,0,-0,0,0
7299,0,0,0,0,0,0,0,-0,0,0
7399,0,0,0,0,0,0,0,-0,0,0
7499,0,0,0,0,0,0,0,-0,0,0
7599,0,0,0,0,0,0,0,-0,0,0
7699,0,0,0,0,0,0,0,-0,0,0
7799,0,0,0,0,0,0,0,-0,0,0
7899,0,0,0,0,0,0,0,-0,0,0
7999,0,0,0,0,0,0,0,-0,0,0
8099,0,0,0,0,0,0,0,-0,0,0
8199,0,0,0,0,0,0,0,-0,0,0
8299,0,0,0,0,0,0,0,-0,0,0
8399,0,0,0,0,0,0,0,-0,0,0
8499,0,0,0,0,0,0,0,-0,0,0
8599,0,0,0,0,0,0,0,-0,0,0
8699,0,0,0,0,0,0,0,-0,0,0
8799,0,0,0,0,0,0,0,-0,0,0
8899,0,0,0,0,0,0,0,-0,0,0
8999,0,0,0,0,0,0,0,-0,0,0
9099,0,0,0,0,0,0,0,-0,0,0
9199,0,0,0,0,0,0,0,-0,0,0
9299,0,0,0,0,0,0,0,-0,0,0
9399,0,0,0,0,0,0,0,-0,0,0
9499,0,0,0,0,0,0,0,-0,0,0
9599,0,0,0,0,0,0,0,-0,0,0
9699,0,0,0,0,0,0,0,-0,0,0
9799,0,0,0,0,0,0,0,-0,0,0
9899,0,0,0,0,0,0,0,-0,0,0
9999,0,0,0,0,0,0,0,-0,0,0
10099,0,0,0,0,0,0,0,-0,0,0
10199,0,0,0,0,0,0,0,-0,0,0
10299,0,0,0,0,0,0,0,-0,0,0
10399,0,0,0,0,0,0,0,-0,0,0
10499,0,0,0,0,0,0,0,-0,0,0
10599,0,0,0,0,0,0,0,-0,0,0
10699,0,0,0,0,0,0,0,-0,0,0
10799,0,0,0,0,0,0,0,-0,0,0
10899,0,0,0,0,0,0,0,-0,0,0
10999,0,0,0,0,0,0,0,-0,0,0
11099,0,0,0,0,0,0,0,-0,0,0
11199,0,0,0,0,0,0,0,-0,0,0
11299,0,0,0,0,0,0,0,-0,0,0
11399,0,0,0,0,0,0,0,-0,0,0
11499,0,0,0,0,0,0,0,-0,0,0
11599,0,0,0,0,0,0,0,-0,0,0
11699,0,0,0,0,0,0,0,-0,0,0
11799,0,0,0,0,0,0,0,-0,0,0
11899,0,0,0,0,0,0,0,-0,0,0
11999,0,0,0,0,0,0,0,-0,0,0
12099,0,0,0,0,0,0,0,-0,0,0
12199,0,0,0,0,0,0,0,-0,0,0
12299,0,0,0,0,0,0,0,-0,0,0
12399,0,0,0,0,0,0,0,-0,0,0
12499,0,0,0,0,0,0,0,-0,0,0
12599,0,0,0,0,0,0,0,-0,0,0
12699,0,0,0,0,0,0,0,-0,0,0
12799,0,0,0,0,0,0,0,-0,0,0
12899,0,0,0,0,0,0,0,-0,0,0
12999,0,0,0,0,0,0,0,-0,0,0
13099,0,0,0,0,0,0,0,-0,0,0
13199,0,0,0,0,0,0,0,-0,0,0
13299,0,0,0,0,0,0,0,-0,0,0
13399,0,0,0,0,0,0,0,-0,0,0
13499,0,0,0,0,0,0,0,-0,0,0
13599,0,0,0,0,0,0,0,-0,0,0
13699,0,0,0,0,0,0,0,-0,0,0
13799,0,0,0,0,0,0,0,-0,0,0
13899,0,0,0,0,0,0,0,-0,0,0
13999,0,0,0,0,0,0,0,-0,0,0
14099,0,0,0,0,0,0,0,-0,0,0
14199,0,0,0,0,0,0,0,-0,0,0
14299,0,0,0,0,0,0,0,-0,0,0
14399,0,0,0,0,0,0,0,-0,0,0
14499,0,0,0,0,0,0,0,-0,0,0
14599,0,0,0,0,0,0,0,-0,0,0
14699,0,0,0,0,0,0,0,-0,0,0
14799,0,0,0,0,0,0,0,-0,0,0
14899,0,0,0,0,0,0,0,-0,0,0
14999,0,0,0,0,0,0,0,-0,0,0
15099,0,0,0,0,0,0,0,-0,0,0
15199,0,0,0,0,0,0,0,-0,0,0
15299,0,0,0,0,0,0,0,-0,0,0
15399,0,0,0,0,0,0,0,-0,0,0
15499,0,0,0,0,0,0,0,-0,0,0
15599,0,0,0,0,0,0,0,-0,0,0
15699,0,0,0,0,0,0,0,-0,0,0
15799,0,0,0,0,0,0,0,-0,0,0
15899,0,0,0,0,0,0,0,-0,0,0
15999,0,0,0,0,0,0,0,-0,0,0
16099,0,0,0,0,0,0,0,-0,0,0
16199,0,0,0,0,0,0,0,-0,0,0
16299,0,0,0,0,0,0,0,-0,0,0
16399,0,0,0,0,0,0,0,-0,0,0
16499,0,0,0,0,0,0,0,-0,0,0
16599,0,0,0,0,0,0,0,-0,0,0
16699,0,0,0,0,0,0,0,-0,0,0
16799,0,0,0,0,0,0,0,-0,0,0
16899,0,0,0,0,0,0,0,-0,0,0
16999,0,0,0,0,0,0,0,-0,0,0
17099,0,0,0,0,0,0,0,-0,0,0
17199,0,0,0,0,0,0,0,-0,0,0
17299,0,0,0,0,0,0,0,-0,0,0
17399,0,0,0,0,0,0,0,-0,0,0
17499,0,0,0,0,0,0,0,-0,0,0
17599,0,0,0,0,0,0,0,-0,0,0
17699,0,0,0,0,0,0,0,-0,0,0
17799,0,0,0,0,0,0,0,-0,0,0
17899,0,0,0,0,0,0,0,-0,0,0
17999,0,0,0,0,0,0,0,-0,0,0
18099,0,0,0,0,0,0,0,-0,0,0
18199,0,0,0,0,0,0,0,-0,0,0
18299,0,0,0,0,0,0,0,-0,0,0
18399,0,0,0,0,0,0,0,-0,0,0
18499,0,0,0,0,0,0,0,-0,0,0
18599,0,0,0,0,0,0,0,-0,0,0
18699,0,0,0,0,0,0,0,-0,0,0
18799,0,0,0,0,0,0,0,-0,0,0
18899,0,0,0,0,0,0,0,-0,0,0
18999,0,0,0,0,0,0,0,-0,0,0
19099,0,0,0,0,0,0,0,-0,0,0
19199,0,0,0,0,0,0,0,-0,0,0
19299,0,0,0,0,0,0,0,-0,0,0
19399,0,0,0,0,0,0,0,-0,0,0
19499,0,0,0,0,0,0,0,-0,0,0
19599,0,0,0,0,0,0,0,-0,0,0
19699,0,0,0,0,0,0,0,-0,0,0
19799,0,0,0,0,0,0,0,-0,0,0
19899,0,0,0,0,0,0,0,-0,0,0
19999,0,0,0,0,0,0,0,-0,0,0
20099,0,0,0,0,0,0,0,-0,0,0
20199,0,0,0,0,0,0,0,-0,0,0
20299,0,0,0,0,0,0,0,-0,0,0
20399,0,0,0,0,0,0,0,-0,0,0
20499,0,0,0,0,0,0,0,-0,0,0
20599,0,0,0,0,0,0,0,-0,0,0
20699,0,0,0,0,0,0,0,-0,0,0
20799,0,0,0,0,0,0,0,-0,0,0
20899,0,0,0,0,0,0,0,-0,0,0
20999,0,0,0,0,0,0,0,-0,0,0
21099,0,0,0,0,0,0,0,-0,0,0
21199,0,0,0,0,0,0,0,-0,0,0
21299,0,0,0,0,0,0,0,-0,0,0
21399,0,0,0,0,0,0,0,-0,0,0
21499,0,0,0,0,0,0,0,-0,0,0
21599,0,0,0,0,0,0,0,-0,0,0
21699,0,0,0,0,0,0,0,-0,0,0
21799,0,0,0,0,0,0,0,-0,0,0
21899,0,0,0,0,0,0,0,-0,0,0
21999,0,0,0,0,0,0,0,-0,0,0
22099,0,0,0,0,0,0,0,-0,0,0
22199,0,0,0,0,0,0,0,-0,0,0
22299,0,0,0,0,0,0,0,-0,0,0
22399,0,0,0,0,0,0,0,-0,0,0
22499,0,0,0,0,0,0,0,-0,0,0
22599,0,0,0,0,0,0,0,-0,0,0
22699,0,0,0,0,0,0,0,-0,0,0
22799,0,0,0,0,0,0,0,-0,0,0
22899,0,0,0,0,0,0,0,-0,0,0
22999,0,0,0,0,0,0,0,-0,0,0
23099,0,0,0,0,0,0,0,-0,0,0
23199,0,0,0,0,0,0,0,-0,0,0
23299,0,0,0,0,0,0,0,-0,0,0
23399,0,0,0,0,0,0,0,-0,0,0
23499,0,0,0,0,0,0,0,-0,0,0
23599,0,0,0,0,0,0,0,-0,0,0
23699,0,0,0,0,0,0,0,-0,0,0
23799,0,0,0,0,0,0,0,-0,0,0
23899,0,0,0,0,0,0,0,-0,0,0
23999,0,0,0,0,0,0,0,-0,0,0
24099,0,0,0,0,0,0,0,-0,0,0
24199,0,0,0,0,0,0,0,-0,0,0
24299,0,0,0,0,0,0,0,-0,0,0
24399,0,0,0,0,0,0,0,-0,0,0
24499,0,0,0,0,0,0,0,-0,0,0
24599,0,0,0,0,0,0,0,-0,0,0
24699,0,0,0,0,0,0,0,-0,0,0
24799,0,0,0,0,0,0,0,-0,0,0
24899,0,0,0,0,0,0,0,-0,0,0
24999,0,0,0,0,0,0,0,-0,0,0
25099,0,0,0,0,0,0,0,-0,0,0
25199,0,0,0,0,0,0,0,-0,0,0
25299,0,0,0,0,0,0,0,-0,0,0
25399,0,0,0,0,0,0,0,-0,0,0
25499,0,0,0,0,0,0,0,-0,0,0
25599,0,0,0,0,0,0,0,-0,0,0
25699,0,0,0,0,0,0,0,-0,0,0
25799,0,0,0,0,0,0,0,-0,0,0
25899,0,0,0,0,0,0,0,-0,0,0
25999,0,0,0,0,0,0,0,-0,0,0
26099,0,0,0,0,0,0,0,-0,0,0
26199,0,0,0,0,0,0,0,-0,0,0
26299,0,0,0,0,0,0,0,-0,0,0
26399,0,0,0,0,0,0,0,-0,0,0
26499,0,0,0,0,0,0,0,-0,0,0
26599,0,0,0,0,0,0,0,-0,0,0
26699,0,0,0,0,0,0,0,-0,0,0
26799,0,0,0,0,0,0,0,-0,0,0
26899,0,0,0,0,0,0,0,-0,0,0
26999,0,0,0,0,0,0,0,-0,0,0
27099,0,0,0,0,0,0,0,-0,0,0
27199,0,0,0,0,0,0,0,-0,0,0
27299,0,0,0,0,0,0,0,-0,0,0
27399,0,0,0,0,0,0,0,-0,0,0
27499,0,0,0,0,0,0,0,-0,0,0
27599,0,0,0,0,0,0,0,-0,0,0
27699,0,0,0,0,0,0,0,-0,0,0
27799,0,0,0,0,0,0,0,-0,0,0
27899,0,0,0,0,0,0,0,-0,0,0
27999,0,0,0,0,0,0,0,-0,0,0
28099,0,0,0,0,0,0,0,-0,0,0
28199,0,0,0,0,0,0,0,-0,0,0
28299,0,0,0,0,0,0,0,-0,0,0
28399,0,0,0,0,0,0,0,-0,0,0
28499,0,0,0,0,0,0,0,-0,0,0
28599,0,0,0,0,0,0,0,-0,0,0
28699,0,0,0,0,0,0,0,-0,0,0
28799,0,0,0,0,0,0,0,-0,0,0
28899,0,0,0,0,0,0,0,-0,0,0
28999,0,0,0,0,0,0,0,-0,0,0
29099,0,0,0,0,0,0,0,-0,0,0
29199,0,0,0,0,0,0,0,-0,0,0
29299,0,0,0,0,0,0,0,-0,0,0
29399,0,0,0,0,0,0,0,-0,0,0
29499,0,0,0,0,0,0,0,-0,0,0
29599,0,0,0,0,0,0,0,-0,0,0
29699,0,0,0,0,0,0,0,-0,0,0
29799,0,0,0,0,0,0,0,-0,0,0
29899,0,0,0,0,0,0,0,-0,0,0
29999,0,0,0,0,0,0,0,-0,0,0
30099,0,0,0,0,0,0,0,-0,0,0
30199,0,0,0,0,0,0,0,-0,0,0
30299,0,0,0,0,0,0,0,-0,0,0
30399,0,0,0,0,0,0,0,-0,0,0
30499,0,0,0,0,0,0,0,-0,0,0
30599,0,0,0,0,0,0,0,-0,0,0
30699,0,0,0,0,0,0,0,-0,0,0
30799,0,0,0,0,0,0,0,-0,0,0
30899,0,0,0,0,0,0,0,-0,0,0
30999,0,0,0,0,0,0,0,-0,0,0
31099,0,0,0,0,0,0,0,-0,0,0
31199,0,0,0,0,0,0,0,-0,0,0
31299,0,0,0,0,0,0,0,-0,0,0
31399,0,0,0,0,0,0,0,-0,0,0
31499,0,0,0,0,0,0,0,-0,0,0
31599,0,0,0,0,0,0,0,-0,0,0
31699,0,0,0,0,0,0,0,-0,0,0
31799,0,0,0,0,0,0,0,-0,0,0
31899,0,0,0,0,0,0,0,-0,0,0
31999,0,0,0,0,0,0,0,-0,0,0
32099,0,0,0,0,0,0,0,-0,0,0
32199,0,0,0,0,0,0,0,-0,0,0
32299,0,0,0,0,0,0,0,-0,0,0
32399,0,0,0,0,0,0,0,-0,0,0
32499,0,0,0,0,0,0,0,-0,0,0
32599,0,0,0,0,0,0,0,-0,0,0
32699,0,0,0,0,0,0,0,-0,0,0
32799,0,0,0,0,0,0,0,-0,0,0
32899,0,0,0,0,0,0,0,-0,0,0
32999,0,0,0,0,0,0,0,-0,0,0
33099,0,0,0,0,0,0,0,-0,0,0
33199,0,0,0,0,0,0,0,-0,0,0
33299,0,0,0,0,0,0,0,-0,0,0
33399,0,0,0,0,0,0,0,-0,0,0
33499,0,0,0,0,0,0,0,-0,0,0
33599,0,0,0,0,0,0,0,-0,0,0
33699,0,0,0,0,0,0,0,-0,0,0
33799,0,0,0,0,0,0,0,-0,0,0
33900,0,0,0,0,0,0,0,-0,0,0
34000,0,0,0,0,0,0,0,-0,0,0
34100,0,0,0,0,0,0,0,-0,0,0
34200,0,0,0,0,0,0,0,-0,0,0
34300,0,0,0,0,0,0,0,-0,0,0
34400,0,0,0,0,0,0,0,-0,0,0
34500,0,0,0,0,0,0,0,-0,0,0
34600,0,0,0,0,0,0,0,-0,0,0
34700,0,0,0,0,0,0,0,-0,0,0
34800,0,0,0,0,0,0,0,-0,0,0
34900,0,0,0,0,0,0,0,-0,0,0
35000,0,0,0,0,0,0,0,-0,0,0
35100,0,0,0,0,0,0,0,-0,0,0
35200,0,0,0,0,0,0,0,-0,0,0
35300,0,0,0,0,0,0,0,-0,0,0
35400,0,0,0,0,0,0,0,-0,0,0
35500,0,0,0,0,0,0,0,-0,0,0
35600,0,0,0,0,0,0,0,-0,0,0
35700,0,0,0,0,0,0,0,-0,0,0
35800,0,0,0,0,0,0,0,-0,0,0
35900,0,0,0,0,0,0,0,-0,0,0
36000,0,0,0,0,0,0,0,-0,0,0
36100,0,0,0,0,0,0,0,-0,0,0
36200,0,0,0,0,0,0,0,-0,0,0
36300,0,0,0,0,0,0,0,-0,0,0
36400,0,0,0,0,0,0,0,-0,0,0
36500,0,0,0,0,0,0,0,-0,0,0
36600,0,0,0,0,0,0,0,-0,0,0
36700,0,0,0,0,0,0,0,-0,0,0
36800,0,0,0,0,0,0,0,-0,0,0
36900,0,0,0,0,0,0,0,-0,0,0
37000,0,0,0,0,0,0,0,-0,0,0
37100,0,0,0,0,0,0,0,-0,0,0
37200,0,0,0,0,0,0,0,-0,0,0
37300,0,0,0,0,0,0,0,-0,0,0
37400,0,0,0,0,0,0,0,-0,0,0
37500,0,0,0,0,0,0,0,-0,0,0
37600,0,0,0,0,0,0,0,-0,0,0
37700,0,0,0,0,0,0,0,-0,0,0
37800,0,0,0,0,0,0,0,-0,0,0
37900,0,0,0,0,0,0,0,-0,0,0
38000,0,0,0,0,0,0,0,-0,0,0
38100,0,0,0,0,0,0,0,-0,0,0
38200,0,0,0,0,0,0,0,-0,0,0
38300,0,0,0,0,0,0,0,-0,0,0
38400,0,0,0,0,0,0,0,-0,0,0
38500,0,0,0,0,0,0,0,-0,0,0
38600,0,0,0,0,0,0,0,-0,0,0
38700,0,0,0,0,0,0,0,-0,0,0
38800,0,0,0,0,0,0,0,-0,0,0
38900,0,0,0,0,0,0,0,-0,0,0
39000,0,0,0,0,0,0,0,-0,0,0
39100,0,0,0,0,0,0,0,-0,0,0
39200,0,0,0,0,0,0,0,-0,0,0
39300,0,0,0,0,0,0,0,-0,0,0
39400,0,0,0,0,0,0,0,-0,0,0
39500,0,0,0,0,0,0,0,-0,0,0
39600,0,0,0,0,0,0,0,-0,0,0
39700,0,0,0,0,0,0,0,-0,0,0
39800,0,0,0,0,0,0,0,-0,0,0
39900,0,0,0,0,0,0,0,-0,0,0
40000,0,0,0,0,0,0,0,-0,0,0
40100,0,0,0,0,0,0,0,-0,0,0
40200,0,0,0,0,0,0,0,-0,0,0
40300,0,0,0,0,0,0,0,-0,0,0
40400,0,0,0,0,0,0,0,-0,0,0
40500,0,0,0,0,0,0,0,-0,0,0
40600,0,0,0,0,0,0,0,-0,0,0
40700,0,0,0,0,0,0,0,-0,0,0
40800,0,0,0,0,0,0,0,-0,0,0
40900,0,0,0,0,0,0,0,-0,0,0
41000,0,0,0,0,0,0,0,-0,0,0
41100,0,0,0,0,0,0,0,-0,0,0
41200,0,0,0,0,0,0,0,-0,0,0
41300,0,0,0,0,0,0,0,-0,0,0
41400,0,0,0,0,0,0,0,-0,0,0
41500,0,0,0,0,0,0,0,-0,0,0
41600,0,0,0,0,0,0,0,-0,0,0
41700,0,0,0,0,0,0,0,-0,0,0
41800,0,0,0,0,0,0,0,-0,0,0
41900,0,0,0,0,0,0,0,-0,0,0
42000,0,0,0,0,0,0,0,-0,0,0
42100,0,0,0,0,0,0,0,-0,0,0
42200,0,0,0,0,0,0,0,-0,0,0
42300,0,0,0,0,0,0,0,-0,0,0
42400,0,0,0,0,0,0,0,-0,0,0
42500,0,0,0,0,0,0,0,-0,0,0
42600,0,0,0,0,0,0,0,-0,0,0
42700,0,0,0,0,0,0,0,-0,0,0
42800,0,0,0,0,0,0,0,-0,0,0
42900,0,0,0,0,0,0,0,-0,0,0
43000,0,0,0,0,0,0,0,-0,0,0
43100,0,0,0,0,0,0,0,-0,0,0
43200,0,0,0,0,0,0,0,-0,0,0
43300,0,0,0,0,0,0,0,-0,0,0
43400,0,0,0,0,0,0,0,-0,0,0
43500,0,0,0,0,0,0,0,-0,0,0
43600,0,0,0,0,0,0,0,-0,0,0
43700,0,0,0,0,0,0,0,-0,0,0
43800,0,0,0,0,0,0,0,-0,0,0
43900,0,0,0,0,0,0,0,-0,0,0
44000,0,0,0,0,0,0,0,-0,0,0
44100,0,0,0,0,0,0,0,-0,0,0
44200,0,0,0,0,0,0,0,-0,0,0
44300,0,0,0,0,0,0,0,-0,0,0
44400,0,0,0,0,0,0,0,-0,0,0
44500,0,0,0,0,0,0,0,-0,0,0
44600,0,0,0,0,0,0,0,-0,0,0
44700,0,0,0,0,0,0,0,-0,0,0
44800,0,0,0,0,0,0,0,-0,0,0
44900,0,0,0,0,0,0,0,-0,0,0
45000,0,0,0,0,0,0,0,-0,0,0
45100,0,0,0,0,0,0,0,-0,0,0
45200,0,0,0,0,0,0,0,-0,0,0
45300,0,0,0,0,0,0,0,-0,0,0
45400,0,0,0,0,0,0,0,-0,0,0
45500,0,0,0,0,0,0,0,-0,0,0
45600,0,0,0,0,0,0,0,-0,0,0
45700,0,0,0,0,0,0,0,-0,0,0
45800,0,0,0,0,0,0,0,-0,0,0
45900,0,0,0,0,0,0,0,-0,0,0
46000,0,0,0,0,0,0,0,-0,0,0
46100,0,0,0,0,0,0,0,-0,0,0
46200,0,0,0,0,0,0,0,-0,0,0
46300,0,0,0,0,0,0,0,-0,0,0
46400,0,0,0,0,0,0,0,-0,0,0
46500,0,0,0,0,0,0,0,-0,0,0
46600,0,0,0,0,0,0,0,-0,0,0
46700,0,0,0,0,0,0,0,-0,0,0
46800,0,0,0,0,0,0,0,-0,0,0
46900,0,0,0,0,0,0,0,-0,0,0
47000,0,0,0,0,0,0,0,-0,0,0
47100,0,0,0,0,0,0,0,-0,0,0
47200,0,0,0,0,0,0,0,-0,0,0
47300,0,0,0,0,0,0,0,-0,0,0
47400,0,0,0,0,0,0,0,-0,0,0
47500,0,0,0,0,0,0,0,-0,0,0
47600,0,0,0,0,0,0,0,-0,0,0
47700,0,0,0,0,0,0,0,-0,0,0
47800,0,0,0,0,0,0,0,-0,0,0
47900,0,0,0,0,0,0,0,-0,0,0
48000,0,0,0,0,0,0,0,-0,0,0
48100,0,0,0,0,0,0,0,-0,0,0
48200,0,0,0,0,0,0,0,-0,0,0
48300,0,0,0,0,0,0,0,-0,0,0
48400,0,0,0,0,0,0,0,-0,0,0
48500,0,0,0,0,0,0,0,-0,0,0
48600,0,0,0,0,0,0,0,-0,0,0
48700,0,0,0,0,0,0,0,-0,0,0
48800,0,0,0,0,0,0,0,-0,0,0
48900,0,0,0,0,0,0,0,-0,0,0
49000,0,0,0,0,0,0,0,-0,0,0
49100,0,0,0,0,0,0,0,-0,0,0
49200,0,0,0,0,0,0,0,-0,0,0
49300,0,0,0,0,0,0,0,-0,0,0
49400,0,0,0,0,0,0,0,-0,0,0
49500,0,0,0,0,0,0,0,-0,0,0
49600,0,0,0,0,0,0,0,-0,0,0
49700,0,0,0,0,0,0,0,-0,0,0
49800,0,0,0,0,0,0,0,-0,0,0
49900,0,0,0,0,0,0,0,-0,0,0
50000,5.8274185e-07,0,50,49.999973,50.000027,5.2981909e-07,-1.0359318e-05,9.8294995e-06,0,-8.6691643e-06
50100,0.0002148721,0,50,49.999973,50.000027,1.0243209e-06,-1.9974837e-05,1.8950517e-05,360,-2.5369431e-05
50200,0.00042916142,0,50,49.999973,50.000027,1.4858463e-06,-2.8846873e-05,2.7361028e-05,0,-4.9463062e-05
50300,0.00064345077,0,50,49.999973,50.000027,1.9166164e-06,-3.6979651e-05,3.5063033e-05,360,-8.0316058e-05
50400,0.00085774017,0,50,49.999973,50.000027,2.3186526e-06,-4.4380966e-05,4.2062315e-05,0,-0.00011730132
50500,0.0010720295,0,50,49.999973,50.000027,2.6939056e-06,-5.1061994e-05,4.8368085e-05,360,-0.00015980151
50600,0.0012863188,0,50,49.999973,50.000027,3.0441206e-06,-5.7036897e-05,5.3992775e-05,0,-0.00020721179
50700,0.0015006082,0,50,49.999973,50.000027,3.3710119e-06,-6.2322652e-05,5.8951642e-05,360,-0.00025894213
50800,0.0017148976,0,50,49.999973,50.000027,3.6760853e-06,-6.6938686e-05,6.3262596e-05,0,-0.00031441957
50900,0.0019291869,0,50,49.999973,50.000027,3.9608485e-06,-7.0906666e-05,6.6945824e-05,360,-0.00037308998
51000,0.0021434762,0,50,49.999973,50.000027,4.2265988e-06,-7.4250209e-05,7.0023605e-05,0,-0.00043441996
51100,0.0023577656,0,50,49.999973,50.000027,4.4746635e-06,-7.6994642e-05,7.2519972e-05,360,-0.00049789815
51200,0.002572055,0,50,49.999973,50.000027,4.7061599e-06,-7.9166697e-05,7.4460535e-05,0,-0.00056303653
51300,0.0027863442,0,50,49.999973,50.000027,4.9222558e-06,-8.0794387e-05,7.5872129e-05,360,-0.00062937138
51400,0.0030006338,0,50,49.999973,50.000027,5.1239131e-06,-8.1906626e-05,7.6782708e-05,0,-0.00069646433
51500,0.003214923,0,50,49.999973,50.000027,5.3121603e-06,-8.2533159e-05,7.7220997e-05,360,-0.00076390267
51600,0.0034292121,0,50,49.999973,50.000027,5.4878255e-06,-8.2704209e-05,7.7216391e-05,0,-0.0008313001
51700,0.0036435015,0,50,49.999973,50.000027,5.6518134e-06,-8.2450446e-05,7.6798628e-05,360,-0.00089829683
51800,0.003857791,0,50,49.999973,50.000027,5.8048363e-06,-8.1802602e-05,7.599777e-05,0,-0.00096455979
51900,0.0040720804,0,50,49.999973,50.000027,5.9476911e-06,-8.0791484e-05,7.4843796e-05,360,-0.0010297827
52000,0.0042863698,0,50,49.999973,50.000027,6.0809898e-06,-7.9447651e-05,7.3366667e-05,0,-0.0010936855
52100,0.0045006592,0,50,49.999973,50.000027,6.2054341e-06,-7.7801429e-05,7.1595998e-05,360,-0.0011560146
52200,0.0047149481,0,50,49.999973,50.000027,6.3215516e-06,-7.5882584e-05,6.9561029e-05,0,-0.0012165421
52300,0.0049292375,0,50,49.999973,50.000027,6.4299584e-06,-7.3720381e-05,6.7290428e-05,360,-0.0012750651
52400,0.0051435269,0,50,49.999973,50.000027,6.5311087e-06,-7.1343318e-05,6.4812215e-05,0,-0.0013314057
52500,0.0053578163,0,50,49.999973,50.000027,6.6255443e-06,-6.8779118e-05,6.2153573e-05,360,-0.0013854097
52600,0.0055721058,0,50,49.999973,50.000027,6.7136566e-06,-6.6054577e-05,5.934092e-05,0,-0.0014369461
52700,0.0057863952,0,50,49.999973,50.000027,6.7959213e-06,-6.3195541e-05,5.6399622e-05,360,-0.0014859058
52800,0.0060006841,0,50,49.999973,50.000027,6.8726758e-06,-6.0226757e-05,5.3354084e-05,0,-0.0015322014
52900,0.0062149735,0,50,49.999973,50.000027,6.9443377e-06,-5.7171914e-05,5.0227573e-05,360,-0.0015757655
